objectid,noname,pinyin,simplified_chinese,tarditional_chinese,official_name,address,postal_code,new_address,x,y,long,lat,foundingdate,phone,maingods,origin,origindetail,foundinglocation,website,united,subtemples,photos
38,65.000000000000000,Chengbang Dabogong Gong,成邦大伯公宫,成邦大伯公宮,Seng Pang Tua Pek Kong Keng,475 Yishun Ring Road 768678,768678,475 YISHUN RING ROAD,27412.926127319999000,46167.372189700000000,103.828043159999990,1.433795800000000,,,大伯公,广东省,广东省 潮州市,,,1,"三巴旺成邦聯合廟

1. 三巴旺成邦聯合廟
2. 成邦大伯公
3. 何碧山宮
4. 南鳳善堂",0065
217,332.000000000000000,Hainanshan Tiangong Tan,海南山天公坛,海南山天公壇,Hai Lam Sua Tee Kong Toa Temple,175 Upper Thomson Road 574426,574426,175 UPPER THOMSON ROAD,28252.701528729998000,36949.475163529998000,103.835589260000010,1.350432450000000,1904,6258 5411 ,"玉皇上帝, 大伯公",海南省,海南省,,,0,NA,0332
286,436.000000000000000,Jiuxian Gong ,九仙宫 ,九仙宮 ,Jiuxian Gong ,7 Tampines Avenue 529786,529786,7 TAMPINES AVENUE,38497.292103950000000,38759.747183079999000,103.927643970000010,1.366802040000000,1938,"6299 6588 
6282 743*",九天玄女娘娘,福建省,福建省 安溪县,Tampines Road 7th milestone,,0,NA,0436
49,92.000000000000000,Chongyimiao Wanxinshan ,崇义庙  万兴山,崇義廟  萬興山,Chong Ghee Temple,"80 Rivervale Crescent, #01-01 545087",545087,80 RIVERVALE CRESCENT,36206.304723690002000,41229.585506349998000,103.907058570000000,1.389139080000000,1960,6429 4183,关帝圣君,福建省,福建省,Lorong Samak,http://www.chonggheetemple.com/,1,"盛港聯合廟

1. 盛港聯合廟
2. 天后宮（半港）
3. 崇義廟（萬興山）",0092
290,440.000000000000000,Jushan Tang,聚善堂,聚善堂,Ju Shan Tang   Chu Siang Tong,569 Yishun Ring Road 768691,768691,569 YISHUN RING ROAD,28042.010089449999000,46296.935989010002000,103.833696080000000,1.434967530000000,1958,6257 3761,关圣帝君,福建省,福建省,Bah Soon Pah,,1,"聚善华山宫

1. 聚善華山宮
2. 華山宮（華山芭）
3. 聚善堂",0440
293,443.000000000000000,Jueyin Jiangtang,觉音讲堂,覺音講堂,Jue Ying Buddhist Association,34 Boon Teck Road 329604,329604,34 BOON TECK ROAD,29892.912427750001000,34357.830725180000000,103.850327429999990,1.326994480000000,,6252 8885,,NA,NA,,,0,NA,0443
294,444.000000000000000,Kaifu Tang,开福堂,開福堂,Kaifu Tang,56 / 58 / 60 Hougang Avenue 3 538842,538842,58 HOUGANG AVENUE 3,34580.584894280000000,37875.874901019997000,103.892449480000000,1.358809750000000,1919,,王爷：朱孙邢林四府大人,福建省,福建省,Hougang 4th milestone,,1,"紫雲開吉宮 

1. 紫雲開吉宮 
2. 朝雲宮
3. 吉山廟
4. 開福堂",0444
295,445.000000000000000,Kaishan Miao ,开山庙,開山廟,Kai San Temple ,1300 Jalan Bukit Merah 169546,169546,1300 JALAN BUKIT MERAH,27414.416946590001000,29078.115891779998000,103.828056890000000,1.279246650000000,1904,,开山圣侯,福建省,福建省漳州市东山县坑北村,,,0,NA,0445
71,127.000000000000000,Dabayao Xiude Shantang,大芭窑修德善堂,大芭窯修德善堂,Toa Payoh Seu Teck Sean Tong,2 Lorong 6 Toa Payoh 319377,319377,2 LORONG 6 TOA PAYOH,30009.781380670000000,35625.192428419999000,103.851377650000000,1.338456040000000,1942,,宋大峰祖师,广东省,广东省 潮州市,Hup Choon Hng (Balestier),,0,NA,0127
302,458.000000000000000,Lide Chuanxin Tang ,立德传心堂,立德傳心堂,Li Teck Chuan Cin Tang temple ,8 Lorong 102 Changi 426603,426603,8 LORONG 102 CHANGI,35472.702810739996000,33133.540453579997000,103.900464590000000,1.315921580000000,,,,NA,NA,,,0,NA,0458
303,459.000000000000000,Lijiang Miao,鲤江庙,鯉江廟,Lijiang Miao,68 Sing Avenue 217915,217915,68 SING AVENUE,30348.085363419999000,33137.530379190001000,103.854417320000000,1.315958480000000,1971,6294 9614,城隍老爷,福建省,福建省 莆田市,,,0,NA,0459
304,462.000000000000000,Lianchige Si ,莲池阁寺,蓮池閣寺,Lian Chee Kek Temple ,36b Paya Lebar Crescent 536190,536190,36B PAYA LEBAR CRESCENT,33442.410940930000000,36812.028552149997000,103.882222050000000,1.349188940000000,,6288 5971 ,,NA,NA,,,0,NA,0462
81,138.000000000000000,Dajue Si ,大觉寺,大覺寺,Tai Kak Seah Temple ,86 Lorong K Telok Kurau 425720,425720,86 LORONG K TELOK KURAU,36823.480080570000000,32789.219589150001000,103.912601900000000,1.312807310000000,1950,"6344 3091
6447 2414 ",释迦牟尼佛,福建,福建,,,0,NA,0138
84,142.000000000000000,Dashibogong Gong,大士伯公宫,大士伯公宮,Tuas Pek Kong Keng,118 Boon Lay Drive 649923,649923,118 BOON LAY DRIVE,14642.598134899999000,36341.917276859996000,103.713294240000000,1.344934940000000,1944, 6268 4858,大伯公,众多方言,众多方言,Upper Jurong 18 miles ,http://www.tuaspekkong.com/_x000D_,0,NA,0142
307,468.000000000000000,Lianhua Tan,莲花坛,蓮花壇,Lian Huay Temple,99 Sin Ming Industrial Estate Sector B  575660, 575660,99 SECTOR B SIN MING INDUSTRIAL ESTATE,28783.259057140000000,37773.980306619997000,103.840356680000000,1.357888970000000,,,哪吒,NA,NA,Thomson 6th milestone,,1,"湯申廟（聯合廟）

1. 湯申廟（聯合廟）
2. 華光大帝廟
3. 蓮花壇
4. 金榜山亭天后會",0468
308,469.000000000000000,Lianshan Shuanglin Si ,莲山双林寺,蓮山雙林寺,Lianshan Shuanglin Si ,184E Jalan Toa Payoh 319941,319941,184E JALAN TOA PAYOH,30668.081514080000000,34718.038679179997000,103.857292779999990,1.330252010000000,,,释迦牟尼佛,NA,NA,,,0,NA,0469
89,148.000000000000000,Danbinni Lianhe Gong,淡滨尼联合宫,淡濱尼聯合宮,Tampines Chinese Temple  United Temple,25 Tampines Street 21 529394,529394,25 TAMPINES STREET 21,40970.458997380003000,37545.692151249998000,103.949866529999990,1.355821600000000,,,朱邢李大人,NA,NA,,,1,"淡濱尼聯合宮

1. 淡濱尼聯合宮
2. 地萬大伯公
3. 福安殿
4. 慈靈宮
5. 九哩大伯公 aka 九哩福德正神
6. 濟陽堂
7. 吉星亭
8. 洛陽天宮壇
9 後池廳aka普庵古佛
10. 順興古廟
11. 新芭大伯公
12. 洛陽大伯公
13. 漢陽大伯公",0148
315,484.000000000000000,Linshan Ting,麟山亭北极宫,麟山亭北極宮,Leng San Teng Temple   Bei Ji Gong,1 Leng Kee Road 159085,159085,1 LENG KEE ROAD,25977.975925399998000,30274.073877760002000,103.815149850000000,1.290062420000000,1879,,玄天上帝,福建省,福建省,cemetery hill known as Bukit Leng Kee,,0,NA,0484
104,171.000000000000000,Dongtian Gong ,东天宫,東天宮,Tong Tien Kung Temple ,8 Bukit Batok Street 21 659631,659631,8 BUKIT BATOK STREET 21,18834.171780159999000,36492.362958140002000,103.750957990000000,1.346297090000000,,6567 4673,太阳公,众多方言,众多方言,Bukit Timah 9th milestone,,1,"武吉巴督聯合宮

1. 武吉巴督聯合宮
2. 五雷宮
3. 東天宮",0171
106,175.000000000000000,Doumu Gong  Caicuo Gang,斗母宫  蔡厝港,斗母宮  蔡厝港,Choa Chu Kang Dou Mu Gong,2 Teck Whye Lane  688799,688799,2 TECK WHYE LANE,19131.687869040001000,40335.525232840002000,103.753630210000000,1.381053330000000,1920,6762 1458,九皇大帝,福建省,福建省 安溪县 , Sungei Tenga,,1,"蔡厝港聯聖宮

1. 蔡厝港聯聖宮
2. 斗母宮（蔡厝港）
3. 三中宮
4. 水溝館聖德壇
5. 天雲殿
6. 九龍宮",0175
110,180.000000000000000,Duchenghuang Miao,都城隍庙,都城隍廟,Seng Wong Beo Temple,113 Peck Seah Street 079332,079332,113 PECK SEAH STREET,29274.273311180001000,28679.898917229999000,103.844768390000000,1.275645300000000,1905,,都城隍爷,福建省,福建省 泉州市 、漳州市,,,0,NA,0180
114,187.000000000000000,Falun She,法轮社 ,法輪社,Dharna Cakra Society,38 Jalan Eunos 419500,419500,38 JALAN EUNOS,36028.384097429996000,33652.568241100002000,103.905457790000000,1.320615340000000,,6841 3171 ,释迦牟尼佛,福建省,福建省,,,0,NA,0187
119,197.000000000000000,Feilong Gong ,飞龙宫,飛龍宮,Feilong Gong ,15 Woodlands Industrial Park E4 757749,757749,15 WOODLANDS INDUSTRIAL PARK E4,23786.241834220000000,48102.861132619997000,103.795453679999990,1.451299340000000,1959,6368 4889,哪吒,广东省,广东省 潮州市,Lorong Malai (Bukit Panjang). ,,1,"風山壇飛龍宮聯合廟

1. 風山壇飛龍宮聯合廟
2. 飛龍宮（蓮花三太子）
3. 鳳山壇（德惠）",0197
123,201.000000000000000,Fengshan Gong,凤山宫,鳳山宮,Hong Shan Guan Di Miao Xiang You Hui,BLK 431 Clementi Ave 3 #01-322 120431,120431,431 CLEMENTI AVENUE 3,20122.484588240000000,32896.125986569998000,103.762535189999990,1.313774390000000,,,,NA,NA,,,0,NA,0201
132,211.000000000000000,Fengshan Tang Jinfa Dian Quansheng Gong,凤山堂进法殿全盛宫,鳳山堂進法殿全盛宮,Fengshan Tang Jinfa Dian Quansheng Gong,"4 \ 6 \ 8 Ang Mo Kio St 63 Avenue 9, Singapore 569112",569112,4 ANG MO KIO STREET 63,29709.883564680000000,40834.475752209997000,103.848683190000000,1.385566960000000,,6482 0040,,福建省,福建省,Lorong Hablor in Yio Chu Kang's Lak Xun (Liuxun) Village,,1,"1. 鳳山堂
2. 進法殿
3. 全盛宮",0211
134,213.000000000000000,Fengtu Miao Lianhemiao,凤图庙 联合庙,風圖廟 聯合廟,Fengtu Miao Lianhemiao,31 Marsiling Industrial Estate Road 3 739255,739255,31 MARSILING INDUSTRIAL ESTATE ROAD 3,22369.948242380000000,46822.919026240001000,103.782727110000000,1.439723770000000,,,,NA,NA,,,1,"風圖廟聯合廟

1. 風圖廟聯合廟
2. 鳳圖廟
3. 觀音廟
4. 環圖廟
5. 花果山平安明德宮
6. 義星堂",0213
136,217.000000000000000,Foguang Shan,佛光山 ,佛光山,Fo Guang Shan Buddiste Temple  Singapore,1 Punggol Place 828844,828844,1 PUNGGOL PLACE,36034.224486500003000,43174.317958549997000,103.905512840000000,1.406726580000000,,6842 3725,释迦牟尼佛,福建省,福建省,,http://www.blia.org.sg ,0,NA,0217
146,229.000000000000000,Foya Si,佛牙寺 ,佛牙寺,Buddha Tooth Relic Temple,293 South Bridge Road  058837 ,058837 ,293 SOUTH BRIDGE ROAD,29302.098123780001000,29313.726901520000000,103.845018430000000,1.281377410000000,,6220 0220,弥勒佛,众多方言,众多方言,,http://www.singaporebuddhatooth.org.sg ,0,NA,0229
329,506.000000000000000,Liuxun Sanhemiao,六巡三合庙,六巡三合廟,Liuxun Sanhemiao,"4-8, Ang Mo Kio Street 63 Avenue 9 569112",569112,4 ANG MO KIO STREET 63,29709.883564680000000,40834.475752209997000,103.848683190000000,1.385566960000000,,,,NA,NA,,,1,"1. 金水館
2. 三安府
3. 鳳山堂進法殿全盛宮",0506
332,510.000000000000000,Longfengdong Yunnan Dabogong Lianhemiao,龙凤洞云南大伯公  联合庙,龍鳳洞雲南大伯公  聯合廟,Ling Hong Tong Hoon Lam Tua Pek Kong,10 Bukit Batok Street 21 659632,659632,10 BUKIT BATOK STREET 21,18831.535983599999000,36469.112485379999000,103.750934310000010,1.346086820000000,,,,NA,NA,,,1,"龍鳳洞及雲南大伯公廟（聯合廟）

1. 龍鳳洞及雲南大伯公廟（聯合廟）
2. 龍鳳洞
3. 雲南大伯公廟",0510
105,174.000000000000000,Dongyue Miao,东岳庙,東岳廟,Tang Gah Beo,6 Bukit Purmei 099866,099866,6 BUKIT PURMEI,27395.738483030000000,28488.672061580000000,103.827889070000000,1.273915930000000,,,东岳大帝 ,NA,NA,,,0,NA,0174
148,232.000000000000000,Fu'an Dian,福安殿,福安殿,Fu'an Dian,25 Tampines Street 21 529394,529394,25 TAMPINES STREET 21,40970.458997380003000,37545.692151249998000,103.949866529999990,1.355821600000000,,6783 0655  ,朱、邢、李大人,福建省,福建省 安溪县,Tampines 11½ milestone（Jln Tiga Ratus. By Changi-10-mile）,,1,"淡濱尼聯合宮

1. 淡濱尼聯合宮
2. 地萬大伯公
3. 福安殿
4. 慈靈宮
5. 九哩大伯公 aka 九哩福德正神
6. 濟陽堂
7. 吉星亭
8. 洛陽天宮壇
9 後池廳aka普庵古佛
10. 順興古廟
11. 新芭大伯公
12. 洛陽大伯公
13. 漢陽大伯公",0232
149,233.000000000000000,Fu'an Miao,福安庙,福安廟,Fu'an Miao,12 Jurong West Street 76 648349,648349,12 JURONG WEST STREET 76,13563.971263680000000,36617.387013910004000,103.703602010000000,1.347425690000000,1940,6795 8135,王爷：代天巡狩七王府大人,福建省,福建省,,,1,"玉皇殿聯合宮

1. 玉皇殿聯合宮
2. 慈善壇
3. 福安廟
4. 玉皇殿",0233
157,242.000000000000000,Fufa Gong,福发宫,福發宫,Hock Huat Keng Temple,523 Yishun Industrial Park A  768770,768770,523 YISHUN INDUSTRIAL PARK A,28296.620433640001000,47222.277436720004000,103.835984010000000,1.443335980000000,1994,6753 8895 ,"大伯公   , 安西城隍伯主",福建省,福建省,,,1,"福發宮

1. 福發宮
2. 天福殿
3. 朝雲殿
4. 興都廟",0242
158,243.000000000000000,Fuhai Chansi,福海禅寺,福海禪寺,Foo Hai Ch'an Monastery ,87 Geylang East Avenue 2 389753,389753,87 GEYLANG EAST AVENUE 2,34172.125869680000000,33360.312969929997000,103.888778290000000,1.317972720000000,1935,6748 6676 ,观世音菩萨,福建省,福建省,,http://www.foohai.org,0,NA,0243
338,517.000000000000000,Long Lianhuashan Gong,龙莲花山宫,龍蓮花山宮,Dragon Lotus Hill Temple,5 Choa Chu Kang Street 51 689339,689339,5 CHOA CHU KANG STREET 51,17906.697408169999000,41516.782694759997000,103.742622360000000,1.391735790000000,,,释迦牟尼佛,广东省,广东省 潮州市,,,1,"蔡厝港油池村聯合廟

1. 蔡厝港油池村聯合廟
2. 順龍廟
3. 虞都庵
4. 順龍宮
5. 龍蓮花山宮
6. 五福廟",0517
165,253.000000000000000,Futong Lianhe Miao,福通联合庙,福通聯合廟,Hock Thong Temple,551/553/555 Bukit Batok Street 23 659520,659520,551 BUKIT BATOK STREET 23,19517.518518749999000,35827.454113159998000,103.757098459999990,1.340284100000000,,,,NA,NA,,,1,"福通聯合廟

1. 福通聯合廟
2. 本元虛靈山總道堂
3. 鳳山寺（裕廊）
4. 天靈道堂",0253
22,40.000000000000000,Benyuan Xulingshan Zongdaotang,本元虚灵山总道堂,本元虛靈山總道堂,Poon Guan Hui Leng Sun Chong Tao Tong,553 Bukit Batok Street 23 659521,659521,553 BUKIT BATOK STREET 23,19517.518488480000000,35827.454113159998000,103.757098459999990,1.340284100000000,1962,6561 7992,真空教主,福建省,福建省,,,1,"福通聯合廟

1. 福通聯合廟
2. 本元虛靈山總道堂
3. 鳳山寺（裕廊）
4. 天靈道堂",0040
177,267.000000000000000,Guandi Miao Yishun,关帝庙 义顺,關帝廟 義順,Kwang Tee Temple,"561 Yishun Ring Road , #01-04 768682",768682,561 YISHUN RING ROAD,27916.286449769999000,46272.498375659998000,103.832566330000010,1.434746530000000,,6752 0767,关帝圣君,福建省,福建省,,,1,"忠邦聯合宮

1. 忠邦聯合宮
2. 汫水港鬥母宮鳳山寺
3. 關帝廟
4. 真空教復本堂
5. 華報善堂",0267
178,268.000000000000000,Guandi Miao Caicuogang,关帝庙 蔡厝港,關帝廟 蔡厝港,Kuan Ti Temple,15  Choa Chu Kang Street 51 689336,689336,15 CHOA CHU KANG STREET 51,17934.131642720000000,41508.878846439999000,103.742868880000000,1.391664320000000,1979,6763 3372,关圣帝君,福建省,福建省,,,1,"蔡厝港聯聖殿

1. 蔡厝港聯聖殿
2. 關帝廟
3. 善興壇
4. 關雲殿
5. 齊神宮
6. 八巃（山正龍）元帥殿",0268
186,280.000000000000000,Guanshan Tang ,观善堂,觀善堂,Kwan Siang Tng Temple ,70 Lowland Road 547460,547460,70 LOWLAND ROAD,33419.884811279997000,38252.657088339998000,103.882019900000000,1.362217470000000,,,,NA,NA,,,0,NA,0280
339,518.000000000000000,Longnan Dian,龙南殿,龍南殿,Leong Nam Temple,70 Sengkang West Avenue 797651,797651,70 SENGKANG WEST AVENUE,32352.070783759998000,41516.749036759997000,103.872425350000000,1.391736920000000,1964,,"九皇大二爷, 九皇大帝, 关帝, 观音大士, 释迦牟尼佛",福建省,福建省,Jalan Pasar Baru,,1,"惹蘭加由聯合廟

1. 惹蘭加由聯合廟
2. 萬國山忠義廟
3. 包公廟
4. 龍南殿
5. 烏敏泰佛寺",0518
343,523.000000000000000,Longshan Gong,龙山宫,龍山宮,Longshan Gong,55 Lorong Puntong 576442,576442,55 LORONG PUNTONG,27769.105170539999000,38186.318354939998000,103.831243830000010,1.361618020000000,1928,,"温府大人, 金府大人, 刘府大人",福建省,福建省 安溪县 龙门村,Thomson Road,,0,NA,0523
26,51.000000000000000,Caicuogang Lianshenggong,蔡厝港联圣宫,蔡厝港聯聖宮, Chua Chu Kang Lian Sing Keng,2 Teck Whye Lane 688799,688799,2 TECK WHYE LANE,19131.687869040001000,40335.525232840002000,103.753630210000000,1.381053330000000,,,,NA,NA,,,1,"蔡厝港聯聖宮

1. 蔡厝港聯聖宮
2. 斗母宮（蔡厝港）
3. 三中宮
4. 水溝館聖德壇
5. 天雲殿
6. 九龍宮",0051
345,525.000000000000000,Longshan Si ,龙山寺,龍山寺,Leong San See temple ,371 Race Course Road 218641,218641,371 RACE COURSE ROAD,30592.899777359999000,33071.806963640003000,103.856617090000000,1.315364080000000,,,"释迦牟尼佛, 观世音菩萨",福建省,福建省 南安市,,,0,NA,0525
207,315.000000000000000,Guangfu Gumiao,广福古庙,廣福古廟,Guangfu Gumiao,2 Lavender St 338823,338823,2 LAVENDER STREET,31477.379507590002000,32397.933377509999000,103.864564509999990,1.309269720000000,,,,NA,NA,,,0,NA,0315
62,113.000000000000000,Ciling Lianhemiao,慈灵联合庙,慈靈聫合廟,Ciling Lianhemiao,525 Yishun Industrial Park A 768769,768769,525 YISHUN INDUSTRIAL PARK A,28280.319701810000000,47240.772930309999000,103.835837530000010,1.443503250000000,,,,NA,NA,,,1,"慈靈聯合廟

1. 慈靈聯合廟
2. 慈雲山宮
3. 昭靈廟（莆田江兜）",0113
211,321.000000000000000,Guangmingshan Pujue Chansi,光明山普觉禅寺,光明山普覺禪寺,Kong Meng San Phor Kark See temple ,88 Bright Hill Road 574117,574117,88 BRIGHT HILL ROAD,28360.407031179999000,38057.914999859997000,103.836557080000010,1.360456780000000,1921,6849 5300,释迦牟尼佛,福建省,福建省 泉州市,,http://www.kmspks.org,0,NA,0321
214,327.000000000000000,Guilin Lianhemiao,桂林联合庙,桂林聯合廟,Guilin Combined Temple,397 Bukit Batok West Avenue 8 658964,658964,397 BUKIT BATOK WEST AVENUE 8,17619.083580959999000,36585.968029579999000,103.740039650000000,1.347143220000000,,,,NA,NA,,,1,"1. 龍顯山宮
3. 石竹廟
4. 愛民宮
5. 金全法壇集聲宮
6. 金全法壇
7. 集聲宮
8. 臨江殿對山廟
9. 臨江殿
10. 對山廟",0327
73,129.000000000000000,Dabei Yuan,大悲院,大悲院,Tai Pei Yuen Temple,7 Jalan Kemaman 329333,329333,7 JALAN KEMAMAN,29999.390956949999000,34367.658346010001000,103.851284199999990,1.327083350000000,1938,6256 4941 ,观世音菩萨,广东省,广东省,7 Jalan Kemaman,,0,NA,0129
162,249.000000000000000,Fuquan Si,福泉寺,福泉寺,Chwee Bee Temple,1 Bedok North Street 5 486115,486115,1 BEDOK NORTH STREET 5,40895.775683549997000,35302.167451440000000,103.949194490000000,1.335532040000000,,,释迦牟尼佛,福建省,福建省,,,1,"水美宮福泉寺（聯合廟）
1. 水美宮福泉寺（聯合廟）
2. 水美宮
3. 福泉寺",0249
219,334.000000000000000,Haiyin Si,海印寺,海印寺,Buddhist Colledge Hai Inn Temple,"33 Brickland Road S' 688254 aka
339 Choa Chu Kang Road, S' 689479 688254",688254,33 BRICKLAND ROAD,16996.901324480001000,39786.303043070002000,103.734447790000000,1.376085650000000,,"6769 1515
6769 4743 ",释迦牟尼佛,福建省,福建省,,http://www.haiinn.org ,0,NA,0334
36,63.000000000000000,Chaoyun Gong,朝云宫,朝雲宮,Chaoyun Gong,56 / 58 / 60 Hougang Avenue 3  538841,538841,56 HOUGANG AVENUE 3,34608.905102980003000,37887.315351359997000,103.892703960000010,1.358913210000000,,,"朱、邢、李三府大人  , 郑府仙公",福建省,福建省 泉州市,,,1,"紫雲開吉宮 

1. 紫雲開吉宮 
2. 朝雲宮
3. 吉山廟
4. 開福堂",0063
46,88.000000000000000,Chongfu Tang,崇福堂,崇福堂,ChongfuTang,9 Wolskel Road 357961,357961,9 WOLSKEL ROAD,32171.534125940001000,36478.041207620001000,103.870802380000000,1.346168680000000,1964,,玄天上帝,福建省,福建省 莆田市 涵江区 梧塘镇 漏头村,,,0,NA,0088
83,140.000000000000000,Dasheng Gong,大圣宫,大聖宮,Da Sheng Kong Chinese Temple,148 Paya Lebar Road 409018,409018,148 PAYA LEBAR ROAD,34421.563264110002000,34527.205277039997000,103.891019860000000,1.328525620000000,1947,,,NA,NA,River Valley Road,,1,"巴耶利峇聯合廟

1. 巴耶利峇聯合廟
2. 大聖宮
3. 風火院",0140
225,341.000000000000000,Hengshan Miao Panshi Zongci,横山庙 潘氏宗祠,橫山廟  潘氏宗祠,Hwee San Temple ,527 Yishun Industrial Park A 768771,768771,527 YISHUN INDUSTRIAL PARK A,28270.331781739998000,47263.760283500000000,103.835747780000010,1.443711140000000,1907,,潘家祖师公,福建省,福建省 南安市,,,0,NA,0341
236,358.000000000000000,Huayan Chansi,华严禅寺 ,華嚴禪寺,Huayan Chansi,37 Lorong 30 Geylang  398370,398370,37 LORONG 30 GEYLANG,33928.931943050004000,32692.337917670000000,103.886592949999990,1.311931840000000,,6741 9625 ,,NA,NA,,,0,NA,0358
360,542.000000000000000,Luoyang Dabogong Gong,洛阳大伯公宫,洛陽大伯公宮,Loyang Tua Pek Kong Temple,20 Loyang Way  508774,508774,20 LOYANG WAY,43190.683342789998000,39234.176004640001000,103.969817500000000,1.371090560000000,,6363 6633,大伯公,福建省,福建省,,,0,NA,0542
366,551.000000000000000,Miaoyinjue Yuan,妙音觉苑,妙音覺苑,Meow Im Kok Yuen Tp ,9 Jalan Lateh 359108,359108,9 JALAN LATEH,32061.876974160001000,36439.629804490003000,103.869817040000000,1.345821320000000,,6288 7669,,NA,NA,,,0,NA,0551
103,169.000000000000000,Dongshan Miao,东山庙,東山廟,Dongshan Miao,"358, Yishun Avenue 3 769058",769058,358 YISHUN AVENUE 3,27971.906412360000000,44918.730114480000000,103.833066130000010,1.422503540000000,1930,6755 5402,孙、谢、池三府大人,福建省,福建省 安溪县,Mandai Tekong Village ,,1,"長秀威靈東山聯合廟

1. 長秀威靈東山聯合廟
2. 長秀館
3. 威靈宮
4. 東山廟",0169
227,346.000000000000000,Houchi Tin ,后池厅 ,後池廳 ,Hou Chi Tin aka Pu An Gu Fo ,25 Tampines Street 21 529394,529394,25 TAMPINES STREET 21,40970.458997380003000,37545.692151249998000,103.949866529999990,1.355821600000000,1947,6783 0655,", 清水祖师",福建省,福建省 南安市 翔云镇 金安村,Tampines 8th milestone,,1,"淡濱尼聯合宮

1. 淡濱尼聯合宮
2. 地萬大伯公
3. 福安殿
4. 慈靈宮
5. 九哩大伯公 aka 九哩福德正神
6. 濟陽堂
7. 吉星亭
8. 洛陽天宮壇
9 後池廳aka普庵古佛
10. 順興古廟
11. 新芭大伯公
12. 洛陽大伯公
13. 漢陽大伯公",0346
229,350.000000000000000,Huabao Shantang,华报善堂,華報善堂,Hwa Poh Siang Tng,"561 Yishun Ring Road,  #01-01 768682",768682,561 YISHUN RING ROAD,27916.286449769999000,46272.498375659998000,103.832566330000010,1.434746530000000,,6257 0839 ,宋大峰祖师,广东省,广东省 潮州市,Chong Pang Village (aka Xi Shan Yuan),,1,"忠邦聯合宮

1. 忠邦聯合宮
2. 汫水港鬥母宮鳳山寺
3. 關帝廟
4. 真空教復本堂
5. 華報善堂",0350
231,352.000000000000000,Huaguangdadi Miao,华光大帝庙,華光大帝廟,Hwa Kwang Tai Tee Temple,99 Sin Ming Industrial Estate Sector B 575660,575660,99 SECTOR B SIN MING INDUSTRIAL ESTATE,28783.259057140000000,37773.980306619997000,103.840356680000000,1.357888970000000,1955,,华光大帝,海南省,海南省,Boon Teck Road,,1,"湯申廟（聯合廟）

1. 湯申廟（聯合廟）
2. 華光大帝廟
3. 蓮花壇
4. 金榜山亭天后會",0352
234,356.000000000000000,Huashan Gong Huashanba,华山宫  华山芭,華山宮  華山芭,Hua Shan Gong,569 Yishun Ring Road 768691,768691,569 YISHUN RING ROAD,28042.010089449999000,46296.935989010002000,103.833696080000000,1.434967530000000,1987,6257 5964,大伯公,众多方言,众多方言,,,1,"聚善华山宫

1. 聚善華山宮
2. 華山宮（華山芭）
3. 聚善堂",0356
372,563.000000000000000,Mushan Shengmu Gong,木山圣母宫,木山聖母宮,Bak Sua Siah Boo,21 Bangkit Road  679971,679971,21 BANGKIT ROAD,21365.961401770001000,40018.457297729998000,103.773706880000010,1.378186480000000,1976,67636085,"妈祖, 玄天上帝, 夫人妈, 三千岁, 齐天大圣",福建省,福建省 安溪县,Lim Chu Kang 19th milestone,,1,"正華慈聖宮

1. 正華慈聖宮
2. 慈蓮堂
3. 木山聖母宮
4. 木山宮
5. 忠義殿",0563
374,567.000000000000000,Nan'an Shantang ,南安善堂,南安善堂,Nam Ann Siang Theon Tp ,36E Paya Lebar Crescent 536067,536067,36E PAYA LEBAR CRESCENT,33445.831374419999000,36746.988345520003000,103.882252769999990,1.348600740000000,1944,,宋大峰祖师,广东省,广东省 潮州市,Ah Hood Road,,0,NA,0567
129,208.000000000000000,Fengshan Tan  Dehui,凤山坛  德惠,鳳山壇  德惠,Hong San Tan Temple ,17 Woodlands Industrial Park E4 757750,757750,17 WOODLANDS INDUSTRIAL PARK E4,23778.228143389999000,48072.332813970002000,103.795381680000010,1.451023260000000,,"6368 7168 
9191 1334","广泽尊王, 广泽尊妃",福建省,福建省,,,1,"風山壇飛龍宮聯合廟

1. 風山壇飛龍宮聯合廟
2. 飛龍宮（蓮花三太子）
3. 鳳山壇（德惠）",0208
242,367.000000000000000,Jifang Ge,济芳阁,濟芳閣,Chee Hoon Kog Temple,67 Anchorvale Link 545071,545071,67 ANCHORVALE LINK,34336.421938159998000,41748.692444640001000,103.890256350000000,1.393834160000000,1965,,"济公活佛, 吕祖, 五教教主, 五方星君, 德德社诸佛仙尊",广东省,广东省 潮州市,3rd floor of a shophouse at 19 North Boat Quay,,0,NA,0367
378,572.000000000000000,Nanfeng Shantang,南凤善堂,南鳳善堂,Nam Hong Siang Theon,561 Yishun Ring Road 768682,768682,561 YISHUN RING ROAD,27916.286449769999000,46272.498375659998000,103.832566330000010,1.434746530000000,1960,,宋大峰祖师,NA,NA,Chong Pang Village,,0,NA,0572
135,214.000000000000000,Fengxuan Gong,凤玄宫,鳳玄宮,Fengxuan  Gong,15 Arumugam Rd 409960,409960,15 ARUMUGAM ROAD,34508.038469840001000,34284.700734010003000,103.891796840000000,1.326332480000000,1988,6747 8994,"哪吒, 广泽尊王",福建省,福建省,,,1,"城鳳聯合廟

1. 城鳳聯合廟
2. 韭菜芭城隍廟
3. 閬苑岩
4. 鳳玄宮",0214
